Date,High,Low,Open,Close,Volume,Adj Close
2021-08-20,14722.16015625,14571.5302734375,14571.5302734375,14714.66015625,3864780000,14714.66015625
2021-08-23,14963.4697265625,14776.98046875,14776.98046875,14942.650390625,3893990000,14942.650390625
2021-08-24,15034.8896484375,14965.5400390625,14978.1396484375,15019.7998046875,3792870000,15019.7998046875
2021-08-25,15059.4296875,15011.580078125,15039.0302734375,15041.8603515625,3629990000,15041.8603515625
2021-08-26,15059.6298828125,14939.5595703125,15025.169921875,14945.8095703125,3610970000,14945.8095703125
2021-08-27,15144.48046875,14966.51953125,14969.76953125,15129.5,4006310000,15129.5
2021-08-30,15288.080078125,15165.1201171875,15165.9404296875,15265.8896484375,4034110000,15265.8896484375
2021-08-31,15278.9599609375,15202.669921875,15262.8798828125,15259.240234375,4170170000,15259.240234375
2021-09-01,15379.5,15302.1103515625,15308.98046875,15309.3798828125,4248030000,15309.3798828125
2021-09-02,15380.0703125,15285.349609375,15358.4697265625,15331.1796875,4018120000,15331.1796875
2021-09-03,15375.5595703125,15283.669921875,15313.41015625,15363.51953125,3692170000,15363.51953125
2021-09-07,15403.4404296875,15343.2802734375,15375.98046875,15374.330078125,3967040000,15374.330078125
2021-09-08,15360.349609375,15206.6103515625,15360.349609375,15286.6396484375,4113530000,15286.6396484375
2021-09-09,15352.3798828125,15245.169921875,15296.0595703125,15248.25,3997250000,15248.25
2021-09-10,15349.4697265625,15111.3095703125,15332.919921875,15115.490234375,4567980000,15115.490234375
2021-09-13,15215.4404296875,15030.849609375,15211.4296875,15105.580078125,4701190000,15105.580078125
2021-09-14,15181.1904296875,15008.2998046875,15168.4501953125,15037.759765625,4571950000,15037.759765625
2021-09-15,15174.3798828125,14984.6796875,15071.33984375,15161.5302734375,4446270000,15161.5302734375
2021-09-16,15205.5,15047.1396484375,15120.08984375,15181.919921875,3681700000,15181.919921875
2021-09-17,15166.5595703125,14998.73046875,15163.3603515625,15043.9697265625,6682650000,15043.9697265625
2021-09-20,14841.8203125,14530.0703125,14758.1396484375,14713.900390625,4860630000,14713.900390625
2021-09-21,14847.0302734375,14696.4697265625,14803.3603515625,14746.400390625,4056340000,14746.400390625
2021-09-22,14950.1201171875,14767.009765625,14800.58984375,14896.849609375,4229870000,14896.849609375
2021-09-23,15085.4404296875,14932.509765625,14960.0,15052.240234375,4176520000,15052.240234375
2021-09-24,15067.5595703125,14946.5703125,14961.6103515625,15047.7001953125,3972140000,15047.7001953125
2021-09-27,15003.16015625,14864.9599609375,14954.1796875,14969.9697265625,4619450000,14969.9697265625
2021-09-28,14817.740234375,14539.8798828125,14787.2099609375,14546.6796875,4954270000,14546.6796875
2021-09-29,14676.6201171875,14493.669921875,14614.8798828125,14512.4404296875,5246170000,14512.4404296875
2021-09-30,14632.3603515625,14444.2998046875,14582.599609375,14448.580078125,5910550000,14448.580078125
2021-10-01,14606.8203125,14324.009765625,14494.9296875,14566.7001953125,4688550000,14566.7001953125
2021-10-04,14499.740234375,14181.6904296875,14493.1201171875,14255.48046875,4539650000,14255.48046875
2021-10-05,14508.650390625,14299.7802734375,14312.8603515625,14433.830078125,4143190000,14433.830078125
2021-10-06,14509.5498046875,14259.0703125,14289.4501953125,14501.91015625,4443760000,14501.91015625
2021-10-07,14755.7197265625,14615.1396484375,14631.7998046875,14654.01953125,3936210000,14654.01953125
2021-10-08,14699.91015625,14569.6796875,14694.7197265625,14579.5400390625,3557630000,14579.5400390625
2021-10-11,14665.990234375,14482.6201171875,14540.080078125,14486.2001953125,3522230000,14486.2001953125
2021-10-12,14552.7099609375,14441.599609375,14539.08984375,14465.919921875,4037030000,14465.919921875
2021-10-13,14589.2802734375,14471.8798828125,14537.169921875,14571.6396484375,4032440000,14571.6396484375
2021-10-14,14827.5595703125,14699.51953125,14717.5,14823.4296875,4240520000,14823.4296875
2021-10-15,14904.98046875,14847.9599609375,14891.240234375,14897.33984375,4473930000,14897.33984375
2021-10-18,15026.6796875,14833.2802734375,14839.740234375,15021.8095703125,4142540000,15021.8095703125
2021-10-19,15137.849609375,15049.73046875,15073.1298828125,15129.08984375,4443000000,15129.08984375
2021-10-20,15178.3896484375,15071.150390625,15160.0,15121.6796875,4086590000,15121.6796875
2021-10-21,15222.25,15094.1396484375,15104.7998046875,15215.7001953125,4880390000,15215.7001953125
2021-10-22,15193.009765625,15021.01953125,15158.0703125,15090.2001953125,5719760000,15090.2001953125
2021-10-25,15259.6298828125,15070.75,15142.919921875,15226.7099609375,5677320000,15226.7099609375
2021-10-26,15384.0,15198.23046875,15317.5,15235.7099609375,7035470000,15235.7099609375
2021-10-27,15364.5400390625,15235.83984375,15276.0,15235.83984375,6083210000,15235.83984375
2021-10-28,15452.2998046875,15290.3095703125,15304.740234375,15448.1201171875,5660240000,15448.1201171875
2021-10-29,15504.1201171875,15323.2900390625,15323.2900390625,15498.3896484375,5310370000,15498.3896484375
2021-11-01,15598.9501953125,15470.8203125,15541.259765625,15595.919921875,5239250000,15595.919921875
2021-11-02,15656.599609375,15569.26953125,15583.98046875,15649.599609375,5118540000,15649.599609375
2021-11-03,15821.5703125,15616.4404296875,15658.51953125,15811.580078125,5274520000,15811.580078125
2021-11-04,15966.08984375,15827.66015625,15849.740234375,15940.3095703125,5252570000,15940.3095703125
2021-11-05,16053.3896484375,15900.7802734375,16003.5595703125,15971.58984375,5534130000,15971.58984375
2021-11-08,16038.23046875,15961.8095703125,15995.7197265625,15982.3603515625,5620280000,15982.3603515625
2021-11-09,16035.2099609375,15836.6796875,16024.1298828125,15886.5400390625,5531330000,15886.5400390625
2021-11-10,15867.240234375,15543.6796875,15753.83984375,15622.7099609375,5336480000,15622.7099609375
2021-11-11,15768.0302734375,15695.76953125,15752.080078125,15704.2802734375,4520600000,15704.2802734375
2021-11-12,15874.5703125,15705.3798828125,15752.6201171875,15860.9599609375,5412870000,15860.9599609375
2021-11-15,15918.4501953125,15778.3095703125,15894.8203125,15853.849609375,4978040000,15853.849609375
2021-11-16,15989.6103515625,15825.0,15840.3203125,15973.8603515625,5441150000,15973.8603515625
2021-11-17,15998.5703125,15909.3896484375,15973.6201171875,15921.5703125,5024540000,15921.5703125
2021-11-18,16010.8798828125,15848.830078125,15973.3896484375,15993.7099609375,5361690000,15993.7099609375
2021-11-19,16121.1201171875,16017.23046875,16042.16015625,16057.4404296875,4849160000,16057.4404296875
2021-11-22,16212.23046875,15851.0400390625,16120.919921875,15854.759765625,5531070000,15854.759765625
2021-11-23,15895.8603515625,15601.4599609375,15809.5,15775.1396484375,5412610000,15775.1396484375
2021-11-24,15848.5595703125,15591.3603515625,15677.8798828125,15845.23046875,4178630000,15845.23046875
2021-11-26,15731.5400390625,15456.08984375,15664.3798828125,15491.66015625,3502030000,15491.66015625
2021-11-29,15833.1103515625,15644.6103515625,15719.419921875,15782.830078125,4800570000,15782.830078125
2021-11-30,15828.2001953125,15451.3896484375,15716.5,15537.6904296875,6609380000,15537.6904296875
2021-12-01,15816.8203125,15243.9296875,15752.26953125,15254.0498046875,6266020000,15254.0498046875
2021-12-02,15444.5400390625,15150.1201171875,15181.8203125,15381.3203125,5390100000,15381.3203125
2021-12-03,15470.3603515625,14931.0595703125,15428.7099609375,15085.4697265625,5859520000,15085.4697265625
2021-12-06,15281.990234375,14931.6103515625,15117.6298828125,15225.150390625,5095960000,15225.150390625
2021-12-07,15720.08984375,15507.66015625,15510.91015625,15686.919921875,5091220000,15686.919921875
2021-12-08,15792.6396484375,15618.8798828125,15690.650390625,15786.990234375,4600800000,15786.990234375
2021-12-09,15796.0498046875,15511.1201171875,15720.5400390625,15517.3701171875,4484230000,15517.3701171875
2021-12-10,15677.599609375,15477.849609375,15629.58984375,15630.599609375,4395460000,15630.599609375
2021-12-13,15637.0595703125,15408.25,15621.26953125,15413.2802734375,4549170000,15413.2802734375
2021-12-14,15317.5498046875,15097.349609375,15215.9599609375,15237.6396484375,4802460000,15237.6396484375
2021-12-15,15575.759765625,15055.23046875,15230.7099609375,15565.580078125,5318850000,15565.580078125
2021-12-16,15633.1904296875,15119.490234375,15629.080078125,15180.4296875,4890470000,15180.4296875
2021-12-17,15288.7802734375,14960.3701171875,15036.76953125,15169.6796875,7616320000,15169.6796875
2021-12-20,15007.2998046875,14860.0400390625,14933.0,14980.9404296875,4576750000,14980.9404296875
2021-12-21,15349.0595703125,15015.0302734375,15140.4296875,15341.08984375,4546230000,15341.08984375
2021-12-22,15525.9697265625,15303.0595703125,15319.16015625,15521.8896484375,4080900000,15521.8896484375
2021-12-23,15697.98046875,15528.91015625,15544.7900390625,15653.3701171875,3918200000,15653.3701171875
2021-12-27,15871.400390625,15696.830078125,15696.830078125,15871.259765625,3730120000,15871.259765625
2021-12-28,15901.4697265625,15757.0703125,15895.2001953125,15781.7197265625,3623600000,15781.7197265625
2021-12-29,15821.8095703125,15679.849609375,15794.919921875,15766.2197265625,3694500000,15766.2197265625
2021-12-30,15868.08984375,15729.16015625,15758.98046875,15741.5595703125,3732730000,15741.5595703125
2021-12-31,15777.4296875,15643.9404296875,15722.91015625,15644.9697265625,3379850000,15644.9697265625
2022-01-03,15832.7998046875,15644.08984375,15732.5,15832.7998046875,4412130000,15832.7998046875
2022-01-04,15852.1396484375,15512.41015625,15852.1396484375,15622.7197265625,5109270000,15622.7197265625
2022-01-05,15586.2998046875,15095.1796875,15547.16015625,15100.169921875,5011990000,15100.169921875
2022-01-06,15198.4501953125,14914.8701171875,15024.150390625,15080.8603515625,4774740000,15080.8603515625
2022-01-07,15171.01953125,14877.6298828125,15095.7197265625,14935.900390625,4229270000,14935.900390625
2022-01-10,14953.849609375,14530.23046875,14751.7802734375,14942.830078125,5303230000,14942.830078125
2022-01-11,15158.7099609375,14837.6298828125,14919.259765625,15153.4501953125,4378660000,15153.4501953125
2022-01-12,15319.0302734375,15117.2900390625,15263.099609375,15188.3896484375,4321180000,15188.3896484375
2022-01-13,15259.7099609375,14782.240234375,15245.0400390625,14806.8095703125,4283070000,14806.8095703125
2022-01-14,14897.6796875,14689.4296875,14708.01953125,14893.75,4345780000,14893.75
2022-01-18,14740.5400390625,14482.9404296875,14681.830078125,14506.900390625,5027990000,14506.900390625
2022-01-19,14658.8896484375,14331.650390625,14582.2197265625,14340.259765625,4639990000,14340.259765625
2022-01-20,14642.0302734375,14140.7802734375,14462.849609375,14154.01953125,5078450000,14154.01953125
2022-01-21,14171.7197265625,13764.240234375,14046.2197265625,13768.919921875,5845830000,13768.919921875
2022-01-24,13876.6103515625,13094.650390625,13481.5,13855.1298828125,6982960000,13855.1298828125
2022-01-25,13781.6201171875,13414.1396484375,13610.8701171875,13539.2900390625,4981070000,13539.2900390625
2022-01-26,14002.650390625,13392.1904296875,13871.76953125,13542.1201171875,5734390000,13542.1201171875
2022-01-27,13765.91015625,13322.66015625,13710.990234375,13352.7802734375,5155970000,13352.7802734375
2022-01-28,13771.91015625,13236.5595703125,13436.7099609375,13770.5703125,4955960000,13770.5703125
2022-01-31,14242.900390625,13767.7099609375,13812.1904296875,14239.8798828125,5111460000,14239.8798828125
2022-02-01,14358.6904296875,14070.76953125,14277.4296875,14346.0,4650460000,14346.0
2022-02-02,14504.8203125,14264.650390625,14494.4697265625,14417.5498046875,4647630000,14417.5498046875
2022-02-03,14207.8896484375,13851.740234375,14045.830078125,13878.8203125,4306490000,13878.8203125
2022-02-04,14222.759765625,13850.3896484375,13958.48046875,14098.009765625,4104120000,14098.009765625
2022-02-07,14236.3095703125,13974.099609375,14118.7900390625,14015.669921875,4253020000,14015.669921875
2022-02-08,14226.48046875,13934.7802734375,13984.4296875,14194.4501953125,4277150000,14194.4501953125
2022-02-09,14490.7197265625,14330.8701171875,14368.16015625,14490.3701171875,4713210000,14490.3701171875
2022-02-10,14509.5595703125,14118.2001953125,14228.6796875,14185.6396484375,5191050000,14185.6396484375
2022-02-11,14246.7001953125,13733.16015625,14213.6201171875,13791.150390625,5222590000,13791.150390625
2022-02-14,13921.7099609375,13664.759765625,13768.9697265625,13790.919921875,4301470000,13790.919921875
2022-02-15,14142.490234375,13976.2900390625,13997.1796875,14139.759765625,4393050000,14139.759765625
2022-02-16,14163.73046875,13931.990234375,14038.919921875,14124.08984375,4224060000,14124.08984375
2022-02-17,14020.8203125,13704.7001953125,14004.1904296875,13716.7197265625,4259890000,13716.7197265625
2022-02-18,13762.400390625,13465.5595703125,13735.400390625,13548.0703125,4475010000,13548.0703125
2022-02-22,13618.7197265625,13249.650390625,13424.3603515625,13381.51953125,4830920000,13381.51953125
2022-02-23,13533.7802734375,13032.169921875,13511.75,13037.490234375,4614090000,13037.490234375
2022-02-24,13486.1103515625,12587.8798828125,12587.8798828125,13473.58984375,6131410000,13473.58984375
2022-02-25,13696.8603515625,13358.2900390625,13485.259765625,13694.6201171875,4614110000,13694.6201171875
2022-02-28,13810.6396484375,13549.900390625,13570.830078125,13751.400390625,5894130000,13751.400390625
2022-03-01,13777.0400390625,13441.3203125,13716.7001953125,13532.4599609375,6094490000,13532.4599609375
2022-03-02,13796.5498046875,13493.91015625,13597.5302734375,13752.01953125,5229480000,13752.01953125
2022-03-03,13837.58984375,13472.6396484375,13837.58984375,13537.9404296875,5058590000,13537.9404296875
2022-03-04,13486.7099609375,13224.98046875,13455.23046875,13313.4404296875,5319630000,13313.4404296875
2022-03-07,13353.2802734375,12828.01953125,13328.3603515625,12830.9599609375,6163580000,12830.9599609375
2022-03-08,13159.4404296875,12670.080078125,12800.0400390625,12795.5498046875,6631820000,12795.5498046875
2022-03-09,13301.16015625,13039.7900390625,13113.7001953125,13255.5498046875,5377120000,13255.5498046875
2022-03-10,13163.5,12946.2802734375,13098.349609375,13129.9599609375,5034030000,13129.9599609375
2022-03-11,13239.349609375,12830.3701171875,13229.76953125,12843.8095703125,5250230000,12843.8095703125
2022-03-14,12918.009765625,12555.349609375,12795.1201171875,12581.2197265625,5853360000,12581.2197265625
2022-03-15,12973.8798828125,12616.58984375,12685.23046875,12948.6201171875,5414590000,12948.6201171875
2022-03-16,13440.1201171875,12992.2001953125,13119.3701171875,13436.5498046875,6498110000,13436.5498046875
2022-03-17,13620.7998046875,13317.1396484375,13360.7197265625,13614.7802734375,5575030000,13614.7802734375
2022-03-18,13899.2802734375,13528.0595703125,13564.6298828125,13893.83984375,8109950000,13893.83984375
2022-03-21,13945.8095703125,13682.5498046875,13860.3896484375,13838.4599609375,5636000000,13838.4599609375
2022-03-22,14141.0703125,13857.2900390625,13866.4296875,14108.8203125,5400360000,14108.8203125
2022-03-23,14152.1396484375,13921.650390625,13990.349609375,13922.599609375,4995470000,13922.599609375
2022-03-24,14193.5498046875,13897.2001953125,14001.3203125,14191.83984375,5046250000,14191.83984375
2022-03-25,14218.759765625,14010.7900390625,14194.7197265625,14169.2998046875,5553860000,14169.2998046875
2022-03-28,14356.0,14101.33984375,14177.2099609375,14354.900390625,5086120000,14354.900390625
2022-03-29,14646.900390625,14419.400390625,14500.3896484375,14619.6396484375,6031870000,14619.6396484375
2022-03-30,14609.25,14383.4501953125,14558.58984375,14442.26953125,5439980000,14442.26953125
2022-03-31,14456.740234375,14217.7197265625,14444.7802734375,14220.51953125,5427030000,14220.51953125
2022-04-01,14306.9404296875,14131.8095703125,14269.5302734375,14261.5,4984050000,14261.5
2022-04-04,14534.3798828125,14286.4501953125,14304.349609375,14532.5498046875,4598480000,14532.5498046875
2022-04-05,14500.2900390625,14169.1201171875,14490.259765625,14204.169921875,4707090000,14204.169921875
2022-04-06,14032.83984375,13788.900390625,14002.580078125,13888.8203125,5265740000,13888.8203125
2022-04-07,13978.25,13689.23046875,13861.490234375,13897.2998046875,4822420000,13897.2998046875
2022-04-08,13866.0595703125,13693.6904296875,13830.4697265625,13711.0,4554890000,13711.0
2022-04-11,13585.080078125,13401.3896484375,13547.2900390625,13411.9599609375,4916860000,13411.9599609375
2022-04-12,13685.9501953125,13317.740234375,13584.6904296875,13371.5703125,4965220000,13371.5703125
2022-04-13,13679.4296875,13353.66015625,13373.1201171875,13643.58984375,4887660000,13643.58984375
2022-04-14,13662.9296875,13345.2197265625,13647.4296875,13351.080078125,4623410000,13351.080078125
